UNIQUE_IDENTIFIER,NUM_NEARBY_SHIPS
55 B16003800000000,5315
55 B22006000000000,0
55 B32020200020000,0
55 B32020200030000,0
55 B32022200000000,0
55 B32022300000000,0
55 B32030000000000,0
55 B35005200000000,0
55 B36011700000000,0
55 B36012800020000,15
55 B36014200000000,15
55 B38001600000000,67
55 B400285027I0000,883
55 B400285027J0000,803
55 B40028527E10000,995
55 B40028527E20000,963
55 B40028527F10000,942
55 B40028527F20000,885
55 B400400001A0000,1380
55 B400400001B0000,1378
55 B40040600000000,0
55 B40048800000000,1257
55 B40054400000000,1137
55 B40054800000000,1315
55 B40059100000000,1127
55 B40095200000000,1336
55 B44007500000000,0
55 B44008100000000,0
55 B44018700000000,0
55 B44026000000000,0
55 B47004000000000,0
55 B51006900000000,0
55 B51008000000000,0
55 B55006100000000,0
55 B55012600000000,0
55 B55022400000000,0
55 B59000900000000,0
55 B59015400000000,0
55 B68003100000000,0
55 B70001100020000,0
55 B70005100000000,0
55 B70005600020000,0
55 B70006100000000,0
55 B70009100020000,0
55 B70009700010000,0
55 B70024700020000,0
55 B70024700030000,0
55 B70024700040000,0
55 B70031600000000,0
55 B70032400000000,0
55 P40086400000000,1
56 1460028P0000000,0
72 006901,11474
72 010212,5077
72 018251,0
72 020882,5244
72 022001,0
72 022911,7
